Id,Name,registryKeyPath,registrySubPath
proj16;L_SetCNGCipherAlgorithm;L_SetCNGCipherAlgorithmID,CNG cipher algorithm:,software\policies\microsoft\office\16.0\ms project\security\crypto,cipheralgorithm
proj16;L_SetCNGCipherKeyLength,Set CNG cipher key length,NA,NA
proj16;L_SetCNGCipherKeyLength;L_SetCNGCipherKeyLengthSpinID,Cipher key length,software\policies\microsoft\office\16.0\ms project\security\crypto,cipherkeybits
proj16;L_SetCNGPasswordSpinCount,Set CNG password spin count,NA,NA
proj16;L_SetCNGPasswordSpinCount;L_SetCNGPasswordSpinCountSpinID,Set CNG password spin count,software\policies\microsoft\office\16.0\ms project\security\crypto,passwordspincount
proj16;L_SetDefaultStartDateForNewTasks,Set default start date for new tasks,software\policies\microsoft\office\16.0\ms project\options\scheduling,new tasks start on current date
proj16;L_SetNewTasksToBeAutomaticallyScheduled,Set new tasks to be automatically scheduled,software\policies\microsoft\office\16.0\ms project\options\scheduling,newtasksaremanuallyscheduled
proj16;L_SetNumberOfPlacesInTheRecentPlacesList,Number of folders in the Recent Folders list,NA,NA
proj16;L_SetNumberOfPlacesInTheRecentPlacesList;L_SetNumberOfPlacesInTheRecentPlacesListSpinID,Number of folders: ,software\policies\microsoft\office\16.0\ms project\place mru,max display
proj16;L_SetParametersForCNGContext,Set parameters for CNG context,NA,NA
proj16;L_SetParametersForCNGContext;L_SetParametersForCNGContextID,Parameters,software\policies\microsoft\office\16.0\ms project\security\crypto,context
proj16;L_ShowTasksScheduleSuggestions,Show tasks schedule suggestions,software\policies\microsoft\office\16.0\ms project\options\scheduling,showtasksuggestions
proj16;L_ShowTasksScheduleWarnings,Show tasks schedule warnings,software\policies\microsoft\office\16.0\ms project\options\scheduling,showtaskwarnings
proj16;L_SpecifyCNGHashAlgorithm,Specify CNG hash algorithm,NA,NA
proj16;L_SpecifyCNGHashAlgorithm;L_SpecifyCNGHashAlgorithmDropID,Specify CNG hash algorithm,software\policies\microsoft\office\16.0\ms project\security\crypto,hashalgorithm
proj16;L_SpecifyCNGRandomNumberGeneratorAlgorithm,Specify CNG random number generator algorithm,NA,NA
proj16;L_SpecifyCNGRandomNumberGeneratorAlgorithm;L_SpecifyCNGRandomNumberGeneratorAlgorithmID,Random number generator:,software\policies\microsoft\office\16.0\ms project\security\crypto,rngalgorithm
proj16;L_SpecifyCNGSaltLength,Specify CNG salt length,NA,NA
proj16;L_SpecifyCNGSaltLength;L_SpecifyCNGSaltLengthSpinID,Number of bytes,software\policies\microsoft\office\16.0\ms project\security\crypto,saltbytes
proj16;L_TasksCanBeMadeInactive,Tasks can be made inactive,software\policies\microsoft\office\16.0\ms project\options\scheduling,canmakeinactivetasks
proj16;L_TrustedLoc01;L_Allowsubfolders,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location1,allowsubfolders
proj16;L_TrustedLoc01;L_Datecolon,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location1,date
proj16;L_TrustedLoc01;L_Descriptioncolon,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location1,description
proj16;L_TrustedLoc01;L_Pathcolon,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location1,path
proj16;L_TrustedLoc01,Trusted Location #1,NA,NA
proj16;L_TrustedLoc02;L_allowsubfolders15,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location2,allowsubfolders
proj16;L_TrustedLoc02;L_datecolon13,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location2,date
proj16;L_TrustedLoc02;L_descriptioncolon14,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location2,description
proj16;L_TrustedLoc02;L_pathcolon12,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location2,path
proj16;L_TrustedLoc02,Trusted Location #2,NA,NA
proj16;L_TrustedLoc03;L_allowsubfolders19,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location3,allowsubfolders
proj16;L_TrustedLoc03;L_datecolon17,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location3,date
proj16;L_TrustedLoc03;L_descriptioncolon18,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location3,description
proj16;L_TrustedLoc03;L_pathcolon16,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location3,path
proj16;L_TrustedLoc03,Trusted Location #3,NA,NA
proj16;L_TrustedLoc04;L_allowsubfolders23,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location4,allowsubfolders
proj16;L_TrustedLoc04;L_datecolon21,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location4,date
proj16;L_TrustedLoc04;L_descriptioncolon22,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location4,description
proj16;L_TrustedLoc04;L_pathcolon20,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location4,path
proj16;L_TrustedLoc04,Trusted Location #4,NA,NA
proj16;L_TrustedLoc05;L_allowsubfolders27,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location5,allowsubfolders
proj16;L_TrustedLoc05;L_datecolon25,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location5,date
proj16;L_TrustedLoc05;L_descriptioncolon26,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location5,description
proj16;L_TrustedLoc05;L_pathcolon24,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location5,path
proj16;L_TrustedLoc05,Trusted Location #5,NA,NA
proj16;L_TrustedLoc06;L_allowsubfolders31,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location6,allowsubfolders
proj16;L_TrustedLoc06;L_datecolon29,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location6,date
proj16;L_TrustedLoc06;L_descriptioncolon30,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location6,description
proj16;L_TrustedLoc06;L_pathcolon28,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location6,path
proj16;L_TrustedLoc06,Trusted Location #6,NA,NA
proj16;L_TrustedLoc07;L_allowsubfolders35,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location7,allowsubfolders
proj16;L_TrustedLoc07;L_datecolon33,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location7,date
proj16;L_TrustedLoc07;L_descriptioncolon34,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location7,description
proj16;L_TrustedLoc07;L_pathcolon32,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location7,path
proj16;L_TrustedLoc07,Trusted Location #7,NA,NA
proj16;L_TrustedLoc08;L_allowsubfolders39,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location8,allowsubfolders
proj16;L_TrustedLoc08;L_datecolon37,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location8,date
proj16;L_TrustedLoc08;L_descriptioncolon38,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location8,description
proj16;L_TrustedLoc08;L_pathcolon36,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location8,path
proj16;L_TrustedLoc08,Trusted Location #8,NA,NA
proj16;L_TrustedLoc09;L_allowsubfolders43,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location9,allowsubfolders
proj16;L_TrustedLoc09;L_datecolon41,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location9,date
proj16;L_TrustedLoc09;L_descriptioncolon42,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location9,description
proj16;L_TrustedLoc09;L_pathcolon40,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location9,path
proj16;L_TrustedLoc09,Trusted Location #9,NA,NA
proj16;L_TrustedLoc10;L_allowsubfolders47,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location10,allowsubfolders
proj16;L_TrustedLoc10;L_datecolon45,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location10,date
proj16;L_TrustedLoc10;L_descriptioncolon46,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location10,description
proj16;L_TrustedLoc10;L_pathcolon44,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location10,path
proj16;L_TrustedLoc10,Trusted Location #10,NA,NA
proj16;L_TrustedLoc11;L_allowsubfolders51,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location11,allowsubfolders
proj16;L_TrustedLoc11;L_datecolon49,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location11,date
proj16;L_TrustedLoc11;L_descriptioncolon50,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location11,description
proj16;L_TrustedLoc11;L_pathcolon48,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location11,path
proj16;L_TrustedLoc11,Trusted Location #11,NA,NA
proj16;L_TrustedLoc12;L_allowsubfolders55,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location12,allowsubfolders
proj16;L_TrustedLoc12;L_datecolon53,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location12,date
proj16;L_TrustedLoc12;L_descriptioncolon54,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location12,description
proj16;L_TrustedLoc12;L_pathcolon52,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location12,path
proj16;L_TrustedLoc12,Trusted Location #12,NA,NA
proj16;L_TrustedLoc13;L_allowsubfolders59,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location13,allowsubfolders
proj16;L_TrustedLoc13;L_datecolon57,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location13,date
proj16;L_TrustedLoc13;L_descriptioncolon58,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location13,description
proj16;L_TrustedLoc13;L_pathcolon56,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location13,path
proj16;L_TrustedLoc13,Trusted Location #13,NA,NA
proj16;L_TrustedLoc14;L_allowsubfolders63,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location14,allowsubfolders
proj16;L_TrustedLoc14;L_datecolon61,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location14,date
proj16;L_TrustedLoc14;L_descriptioncolon62,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location14,description
proj16;L_TrustedLoc14;L_pathcolon60,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location14,path
proj16;L_TrustedLoc14,Trusted Location #14,NA,NA
proj16;L_TrustedLoc15;L_allowsubfolders67,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location15,allowsubfolders
proj16;L_TrustedLoc15;L_datecolon65,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location15,date
proj16;L_TrustedLoc15;L_descriptioncolon66,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location15,description
proj16;L_TrustedLoc15;L_pathcolon64,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location15,path
proj16;L_TrustedLoc15,Trusted Location #15,NA,NA
proj16;L_TrustedLoc16;L_allowsubfolders71,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location16,allowsubfolders
proj16;L_TrustedLoc16;L_datecolon69,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location16,date
proj16;L_TrustedLoc16;L_descriptioncolon70,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location16,description
proj16;L_TrustedLoc16;L_pathcolon68,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location16,path
proj16;L_TrustedLoc16,Trusted Location #16,NA,NA
proj16;L_TrustedLoc17;L_allowsubfolders75,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location17,allowsubfolders
proj16;L_TrustedLoc17;L_datecolon73,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location17,date
proj16;L_TrustedLoc17;L_descriptioncolon74,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location17,description
proj16;L_TrustedLoc17;L_pathcolon72,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location17,path
proj16;L_TrustedLoc17,Trusted Location #17,NA,NA
proj16;L_TrustedLoc18;L_allowsubfolders79,Allow sub folders:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location18,allowsubfolders
proj16;L_TrustedLoc18;L_datecolon77,Date:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location18,date
proj16;L_TrustedLoc18;L_descriptioncolon78,Description:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location18,description
proj16;L_TrustedLoc18;L_pathcolon76,Path:,software\policies\microsoft\office\16.0\ms project\security\trusted locations\location18,path
